Event_1,Event_2,Correlation
Previous_Core PCE Price Index (YoY) (Nov),Previous_Personal Income (MoM) (Nov),-1.0
Previous_Core PCE Price Index (YoY) (Nov),Previous_Personal Spending (MoM) (Nov),-1.0
Previous_Core PCE Price Index (YoY) (Nov),Previous_Real Personal Consumption (MoM) (Nov),-1.0
Previous_Core PCE Price Index (YoY) (Oct),Forecast_PCE price index (MoM) (Oct),1.0
Previous_Core PCE Price Index (YoY) (Oct),Previous_Core PCE Price Index (MoM) (Oct),0.9999999999999998
Previous_Core PCE Price Index (YoY) (Oct),Previous_PCE Price index (YoY) (Oct),0.9999999999999998
Previous_Core PCE Price Index (YoY) (Oct),Previous_PCE price index (MoM) (Oct),1.0
Previous_Core PCE Price Index (YoY) (Oct),Previous_Personal Income (MoM) (Oct),1.0
Previous_Core PCE Price Index (YoY) (Oct),Previous_Personal Spending (MoM) (Oct),1.0000000000000002
Previous_Core PCE Price Index (YoY) (Oct),Previous_Real Personal Consumption (MoM) (Oct),0.9999999999999998
Previous_Core PCE Price Index (YoY) (Sep),Forecast_PCE price index (MoM) (Sep),-0.9999999999999998
Previous_Core PCE Price Index (YoY) (Sep),Forecast_Personal Income (MoM) (Sep),0.9999999999999998
Previous_Core PCE Price Index (YoY) (Sep),Forecast_Personal Spending (MoM) (Sep),-1.0
Previous_Core PCE Price Index (YoY) (Sep),Previous_Core PCE Price Index (MoM) (Sep),-1.0
Previous_Core PCE Price Index (YoY) (Sep),Previous_Personal Income (MoM) (Sep),0.9999999999999998
Previous_Core PCE Price Index (YoY) (Sep),Previous_Personal Spending (MoM) (Sep),-0.9999999999999992
Previous_Core PCE Price Index (YoY) (Sep),Previous_Real Personal Consumption (MoM) (Sep),-0.9999999999999992
Previous_Core PCE Prices (Q1),Forecast_Core PCE Prices (Q1),0.8264723279365153
Previous_Core PCE Prices (Q1),Forecast_Real Consumer Spending (Q1),-0.7349323024893061
Previous_Core PCE Prices (Q1),Previous_GDP (QoQ) (Q1),-0.919466202313786
Previous_Core PCE Prices (Q1),Previous_GDP Price Index (QoQ) (Q1),0.9557498158590407
Previous_Core PCE Prices (Q1),Previous_PCE Prices (Q1),0.9985848005641885
Previous_Core PCE Prices (Q2),Forecast_Core PCE Prices (Q2),0.7515270425421237
Previous_Core PCE Prices (Q2),Forecast_GDP Price Index (QoQ) (Q2),0.8337281141578241
Previous_Core PCE Prices (Q2),Previous_Corporate Profits (QoQ) (Q2),-0.8363024493315045
Previous_Core PCE Prices (Q2),Previous_GDP (QoQ) (Q2),-0.7922285998204414
Previous_Core PCE Prices (Q2),Previous_GDP Price Index (QoQ) (Q2),0.9976855522975695
Previous_Core PCE Prices (Q2),Previous_GDP Sales (Q2),0.9997788621369874
Previous_Core PCE Prices (Q2),Previous_PCE Prices (Q2),0.9999468194009106
Previous_Core PCE Prices (Q2),Previous_Real Consumer Spending (Q2),0.9915516168386385
Previous_Core PCE Prices (Q3),Forecast_Core PCE Prices (Q3),0.9195047066847234
Previous_Core PCE Prices (Q3),Forecast_PCE Prices (Q3),0.8392027415125871
Previous_Core PCE Prices (Q3),Forecast_Real Consumer Spending (Q3),0.8608862870231406
Previous_Core PCE Prices (Q3),Previous_GDP (QoQ) (Q3),-0.9906003792052525
Previous_Core PCE Prices (Q3),Previous_GDP Price Index (QoQ) (Q3),-0.9857901898570238
Previous_Core PCE Prices (Q3),Previous_GDP Sales (Q3),-0.9933742038840806
Previous_Core PCE Prices (Q3),Previous_PCE Prices (Q3),-0.8509858692406995
Previous_Core PCE Prices (Q4),Forecast_Durable Goods Orders (MoM) (Dec),-0.7947968667974823
Previous_Core PCE Prices (Q4),Previous_Core Durable Goods Orders (MoM) (Dec),0.7543953634982692
Previous_Core PCE Prices (Q4),Previous_GDP Sales (Q4),0.8916892317719234
Previous_Core PCE Prices (Q4),Previous_Goods Trade Balance (Dec),0.818767473235171
Previous_Core PPI (MoM) (Apr),Forecast_Core PPI (YoY) (Apr),-1.0
Previous_Core PPI (MoM) (Apr),Forecast_PPI (MoM) (Apr),-0.9999999999999998
Previous_Core PPI (MoM) (Apr),Forecast_PPI (YoY) (Apr),-1.0000000000000002
Previous_Core PPI (MoM) (Apr),Previous_Core PPI (YoY) (Apr),-1.0
Previous_Core PPI (MoM) (Apr),Previous_PPI (MoM) (Apr),0.9999999999999977
Previous_Core PPI (MoM) (Apr),Previous_PPI (YoY) (Apr),-1.0
Previous_Core PPI (MoM) (Apr),Previous_PPI ex. Food/Energy/Transport (MoM) (Apr),1.0
Previous_Core PPI (MoM) (Apr),Previous_PPI ex. Food/Energy/Transport (YoY) (Apr),-0.9999999999999977
Previous_Core PPI (MoM) (Aug),Forecast_Core Retail Sales (MoM) (Aug),-1.0
Previous_Core PPI (MoM) (Aug),Forecast_PPI (MoM) (Aug),-0.999999999999999
Previous_Core PPI (MoM) (Aug),Forecast_PPI (YoY) (Aug),-1.0
Previous_Core PPI (MoM) (Aug),Forecast_Retail Sales (MoM) (Aug),-1.0
Previous_Core PPI (MoM) (Aug),Forecast_Retail Sales Ex Gas/Autos (MoM) (Aug),0.999999999999999
Previous_Core PPI (MoM) (Aug),Previous_Core PPI (YoY) (Aug),1.0
Previous_Core PPI (MoM) (Aug),Previous_Core Retail Sales (MoM) (Aug),1.0
Previous_Core PPI (MoM) (Aug),Previous_PPI (MoM) (Aug),-0.9999999999999989
Previous_Core PPI (MoM) (Aug),Previous_PPI (YoY) (Aug),-1.0
Previous_Core PPI (MoM) (Aug),Previous_PPI ex. Food/Energy/Transport (YoY) (Aug),-0.9999999999999998
Previous_Core PPI (MoM) (Aug),Previous_Retail Control (MoM) (Aug),0.999999999999999
Previous_Core PPI (MoM) (Aug),Previous_Retail Sales (MoM) (Aug),-1.0
Previous_Core PPI (MoM) (Aug),Previous_Retail Sales (YoY) (Aug),0.9999999999999966
Previous_Core PPI (MoM) (Aug),Previous_Retail Sales Ex Gas/Autos (MoM) (Aug),0.9999999999999994
Previous_Core PPI (MoM) (Dec),Forecast_Core PPI (YoY) (Dec),0.8943713032846443
Previous_Core PPI (MoM) (Dec),Forecast_Core Retail Sales (MoM) (Dec),0.9615369171451276
Previous_Core PPI (MoM) (Dec),Forecast_PPI (MoM) (Dec),0.894371303284644
Previous_Core PPI (MoM) (Dec),Forecast_PPI (YoY) (Dec),0.8943713032846392
Previous_Core PPI (MoM) (Dec),Forecast_Retail Control (MoM) (Dec),1.0
Previous_Core PPI (MoM) (Dec),Forecast_Retail Sales (MoM) (Dec),0.8321569712922344
Previous_Core PPI (MoM) (Dec),Previous_Core PPI (YoY) (Dec),0.961511000065184
Previous_Core PPI (MoM) (Dec),Previous_Core Retail Sales (MoM) (Dec),0.9285087219785148
Previous_Core PPI (MoM) (Dec),Previous_PPI (MoM) (Dec),0.9999999999999962
Previous_Core PPI (MoM) (Dec),Previous_PPI (YoY) (Dec),0.9838734933662954
Previous_Core PPI (MoM) (Dec),Previous_PPI ex. Food/Energy/Transport (MoM) (Dec),0.8944831066660496
Previous_Core PPI (MoM) (Dec),Previous_PPI ex. Food/Energy/Transport (YoY) (Dec),0.9487030752509568
Previous_Core PPI (MoM) (Dec),Previous_Retail Control (MoM) (Dec),0.857578053614668
Previous_Core PPI (MoM) (Dec),Previous_Retail Sales Ex Gas/Autos (MoM) (Dec),1.0
Previous_Core PPI (MoM) (Feb),Forecast_Core Retail Sales (MoM) (Feb),0.8943713032846422
Previous_Core PPI (MoM) (Feb),Forecast_Retail Sales (MoM) (Feb),0.9999999999999999
Previous_Core PPI (MoM) (Feb),Previous_PPI ex. Food/Energy/Transport (MoM) (Feb),0.8680904023875299
Previous_Core PPI (MoM) (Feb),Previous_PPI ex. Food/Energy/Transport (YoY) (Feb),-0.8943713032846422
Previous_Core PPI (MoM) (Jan),Forecast_Building Permits (Jan),-0.9989024044553916
Previous_Core PPI (MoM) (Jan),Forecast_Building Permits (MoM) (Jan),-0.9486635467906297
Previous_Core PPI (MoM) (Jan),Forecast_Core PPI (MoM) (Jan),0.9899406528928902
Previous_Core PPI (MoM) (Jan),Forecast_Core PPI (YoY) (Jan),0.8393969991460204
Previous_Core PPI (MoM) (Jan),Forecast_Housing Starts (Jan),-0.996542894172672
Previous_Core PPI (MoM) (Jan),Forecast_Housing Starts (MoM) (Jan),-0.9486635467906294
Previous_Core PPI (MoM) (Jan),Forecast_PPI (MoM) (Jan),0.7891248370833296
Previous_Core PPI (MoM) (Jan),Forecast_PPI (YoY) (Jan),0.7067972879475529
Previous_Core PPI (MoM) (Jan),Forecast_PPI ex. Food/Energy/Transport (MoM) (Jan),0.9486635467906298
Previous_Core PPI (MoM) (Jan),Previous_Building Permits (Jan),-0.914298834725374
Previous_Core PPI (MoM) (Jan),Previous_Building Permits (MoM) (Jan),-0.7629348293044403
Previous_Core PPI (MoM) (Jan),Previous_Housing Starts (Jan),-0.9982272609372671
Previous_Core PPI (MoM) (Jan),Previous_Housing Starts (MoM) (Jan),-0.9661035345153078
Previous_Core PPI (MoM) (Jan),Previous_PPI ex. Food/Energy/Transport (MoM) (Jan),0.8943153386652074
Previous_Core PPI (MoM) (Jul),Forecast_Core PPI (MoM) (Jul),1.0
Previous_Core PPI (MoM) (Jul),Forecast_Core PPI (YoY) (Jul),0.9999999999999998
Previous_Core PPI (MoM) (Jul),Forecast_PPI (MoM) (Jul),1.0
Previous_Core PPI (MoM) (Jul),Forecast_PPI (YoY) (Jul),0.9999999999999998
Previous_Core PPI (MoM) (Jul),Forecast_PPI ex. Food/Energy/Transport (MoM) (Jul),1.0
Previous_Core PPI (MoM) (Jul),Previous_PPI (MoM) (Jul),0.9999999999999984
Previous_Core PPI (MoM) (Jul),Previous_PPI (YoY) (Jul),0.9999999999999984
Previous_Core PPI (MoM) (Jul),Previous_PPI ex. Food/Energy/Transport (MoM) (Jul),1.0
Previous_Core PPI (MoM) (Mar),Forecast_Core PPI (MoM) (Mar),0.9486635467906285
Previous_Core PPI (MoM) (Mar),Forecast_PPI (MoM) (Mar),0.9877558537833963
Previous_Core PPI (MoM) (Mar),Forecast_PPI (YoY) (Mar),1.0
Previous_Core PPI (MoM) (Mar),Forecast_PPI ex. Food/Energy/Transport (YoY) (Mar),-0.9486635467906323
Previous_Core PPI (MoM) (Mar),Previous_Core PPI (YoY) (Mar),0.8613481347622541
Previous_Core PPI (MoM) (Mar),Previous_PPI (MoM) (Mar),0.9382803805987125
Previous_Core PPI (MoM) (Mar),Previous_PPI (YoY) (Mar),0.8549930576042128
Previous_Core PPI (MoM) (Mar),Previous_PPI ex. Food/Energy/Transport (MoM) (Mar),0.8943153386652059
Previous_Core PPI (MoM) (Mar),Previous_PPI ex. Food/Energy/Transport (YoY) (Mar),0.9079364144516335
Previous_Core PPI (MoM) (Oct),Forecast_Core PPI (MoM) (Oct),0.9999999999999991
Previous_Core PPI (MoM) (Oct),Forecast_Core PPI (YoY) (Oct),0.999999999999999
Previous_Core PPI (MoM) (Oct),Forecast_Core Retail Sales (MoM) (Oct),-0.999999999999999
Previous_Core PPI (MoM) (Oct),Forecast_NY Empire State Manufacturing Index (Nov),-0.9999999999999991
Previous_Core PPI (MoM) (Oct),Forecast_PPI (MoM) (Oct),0.9999999999999991
Previous_Core PPI (MoM) (Oct),Forecast_PPI (YoY) (Oct),0.9999999999999991
Previous_Core PPI (MoM) (Oct),Forecast_Retail Sales (MoM) (Oct),-1.0
Previous_Core PPI (MoM) (Oct),Forecast_Retail Sales Ex Gas/Autos (MoM) (Oct),-1.0
Previous_Core PPI (MoM) (Oct),Previous_Core PPI (YoY) (Oct),0.9999999999999991
Previous_Core PPI (MoM) (Oct),Previous_Core Retail Sales (MoM) (Oct),0.9999999999999982
Previous_Core PPI (MoM) (Oct),Previous_NY Empire State Manufacturing Index (Nov),-1.0000000000000022
Previous_Core PPI (MoM) (Oct),Previous_PPI (MoM) (Oct),0.9999999999999999
Previous_Core PPI (MoM) (Oct),Previous_PPI (YoY) (Oct),0.9999999999999999
Previous_Core PPI (MoM) (Oct),Previous_PPI ex. Food/Energy/Transport (MoM) (Oct),1.0
Previous_Core PPI (MoM) (Oct),Previous_PPI ex. Food/Energy/Transport (YoY) (Oct),1.0000000000000002
Previous_Core PPI (MoM) (Oct),Previous_Retail Control (MoM) (Oct),1.0000000000000004
Previous_Core PPI (MoM) (Oct),Previous_Retail Sales (MoM) (Oct),1.0000000000000004
Previous_Core PPI (MoM) (Oct),Previous_Retail Sales (YoY) (Oct),0.9999999999999961
Previous_Core PPI (MoM) (Oct),Previous_Retail Sales Ex Gas/Autos (MoM) (Oct),0.9999999999999982
Previous_Core PPI (MoM) (Sep),Forecast_Core PPI (MoM) (Sep),1.0
Previous_Core PPI (MoM) (Sep),Forecast_Core PPI (YoY) (Sep),1.0
Previous_Core PPI (MoM) (Sep),Forecast_PPI (MoM) (Sep),1.0
Previous_Core PPI (MoM) (Sep),Forecast_PPI (YoY) (Sep),0.9999999999999993
Previous_Core PPI (MoM) (Sep),Forecast_PPI ex. Food/Energy/Transport (YoY) (Sep),-1.0
Previous_Core PPI (MoM) (Sep),Previous_Core PPI (YoY) (Sep),1.0
Previous_Core PPI (MoM) (Sep),Previous_PPI (MoM) (Sep),-1.0
Previous_Core PPI (MoM) (Sep),Previous_PPI (YoY) (Sep),1.0
Previous_Core PPI (MoM) (Sep),Previous_PPI ex. Food/Energy/Transport (YoY) (Sep),-1.0
Previous_Core PPI (YoY) (Apr),Forecast_Core PPI (YoY) (Apr),1.0000000000000002
Previous_Core PPI (YoY) (Apr),Forecast_PPI (MoM) (Apr),1.0
Previous_Core PPI (YoY) (Apr),Forecast_PPI (YoY) (Apr),1.0
Previous_Core PPI (YoY) (Apr),Previous_Core PPI (MoM) (Apr),-1.0
Previous_Core PPI (YoY) (Apr),Previous_PPI (MoM) (Apr),-0.9999999999999976
Previous_Core PPI (YoY) (Apr),Previous_PPI (YoY) (Apr),0.9999999999999998
Previous_Core PPI (YoY) (Apr),Previous_PPI ex. Food/Energy/Transport (MoM) (Apr),-1.0
Previous_Core PPI (YoY) (Apr),Previous_PPI ex. Food/Energy/Transport (YoY) (Apr),0.9999999999999977
Previous_Core PPI (YoY) (Aug),Forecast_Core Retail Sales (MoM) (Aug),-1.0
Previous_Core PPI (YoY) (Aug),Forecast_PPI (MoM) (Aug),-0.999999999999999
Previous_Core PPI (YoY) (Aug),Forecast_PPI (YoY) (Aug),-0.9999999999999998
Previous_Core PPI (YoY) (Aug),Forecast_Retail Sales (MoM) (Aug),-1.0
Previous_Core PPI (YoY) (Aug),Forecast_Retail Sales Ex Gas/Autos (MoM) (Aug),0.999999999999999
Previous_Core PPI (YoY) (Aug),Previous_Core PPI (MoM) (Aug),1.0
Previous_Core PPI (YoY) (Aug),Previous_Core Retail Sales (MoM) (Aug),1.0
Previous_Core PPI (YoY) (Aug),Previous_PPI (MoM) (Aug),-0.9999999999999989
Previous_Core PPI (YoY) (Aug),Previous_PPI (YoY) (Aug),-1.0
Previous_Core PPI (YoY) (Aug),Previous_PPI ex. Food/Energy/Transport (YoY) (Aug),-1.0
Previous_Core PPI (YoY) (Aug),Previous_Retail Control (MoM) (Aug),0.999999999999999
Previous_Core PPI (YoY) (Aug),Previous_Retail Sales (MoM) (Aug),-1.0
Previous_Core PPI (YoY) (Aug),Previous_Retail Sales (YoY) (Aug),0.9999999999999966
Previous_Core PPI (YoY) (Aug),Previous_Retail Sales Ex Gas/Autos (MoM) (Aug),0.9999999999999994
Previous_Core PPI (YoY) (Dec),Forecast_Core PPI (YoY) (Dec),0.9828578413122462
Previous_Core PPI (YoY) (Dec),Forecast_Core Retail Sales (MoM) (Dec),0.9245755220988364
Previous_Core PPI (YoY) (Dec),Forecast_PPI (MoM) (Dec),0.9828578413122461
Previous_Core PPI (YoY) (Dec),Forecast_PPI (YoY) (Dec),0.9828578413122487
Previous_Core PPI (YoY) (Dec),Forecast_Retail Control (MoM) (Dec),0.961511000065184
Previous_Core PPI (YoY) (Dec),Forecast_Retail Sales (MoM) (Dec),0.8002233718737596
Previous_Core PPI (YoY) (Dec),Previous_Core PPI (MoM) (Dec),0.961511000065184
Previous_Core PPI (YoY) (Dec),Previous_Core Retail Sales (MoM) (Dec),0.8928351545221762
Previous_Core PPI (YoY) (Dec),Previous_PPI (MoM) (Dec),0.9615110000651862
Previous_Core PPI (YoY) (Dec),Previous_PPI (YoY) (Dec),0.8968588868516105
Previous_Core PPI (YoY) (Dec),Previous_PPI ex. Food/Energy/Transport (MoM) (Dec),0.7372067910119166
Previous_Core PPI (YoY) (Dec),Previous_PPI ex. Food/Energy/Transport (YoY) (Dec),0.8253159690673326
Previous_Core PPI (YoY) (Dec),Previous_Retail Control (MoM) (Dec),0.824659116690557
Previous_Core PPI (YoY) (Dec),Previous_Retail Sales Ex Gas/Autos (MoM) (Dec),0.9615110000651838
Previous_Core PPI (YoY) (Feb),Forecast_Core PPI (MoM) (Feb),0.9701514260724626
Previous_Core PPI (YoY) (Feb),Forecast_Core PPI (YoY) (Feb),0.9922790721988936
Previous_Core PPI (YoY) (Feb),Forecast_NY Empire State Manufacturing Index (Mar),0.7665394060385928
Previous_Core PPI (YoY) (Feb),Forecast_PPI (MoM) (Feb),0.8001349954966265
Previous_Core PPI (YoY) (Feb),Forecast_PPI (YoY) (Feb),0.8480913588823705
Previous_Core PPI (YoY) (Feb),Forecast_Retail Control (MoM) (Feb),-0.9999999999999971
Previous_Core PPI (YoY) (Feb),Previous_Core Retail Sales (MoM) (Feb),0.9153558745239467
Previous_Core PPI (YoY) (Feb),Previous_NY Empire State Manufacturing Index (Mar),0.7125552199705784
Previous_Core PPI (YoY) (Feb),Previous_PPI (MoM) (Feb),0.8001349954966266
Previous_Core PPI (YoY) (Feb),Previous_PPI (YoY) (Feb),0.877964210481704
Previous_Core PPI (YoY) (Feb),Previous_PPI ex. Food/Energy/Transport (MoM) (Feb),0.8319436250762329
Previous_Core PPI (YoY) (Feb),Previous_Retail Control (MoM) (Feb),0.9863967056257935
Previous_Core PPI (YoY) (Feb),Previous_Retail Sales (MoM) (Feb),0.9042973225325798
Previous_Core PPI (YoY) (Feb),Previous_Retail Sales (YoY) (Feb),0.8433034439343682
Previous_Core PPI (YoY) (Feb),Previous_Retail Sales Ex Gas/Autos (MoM) (Feb),0.9307820631949296
Previous_Core PPI (YoY) (Jan),Previous_Building Permits (MoM) (Jan),-0.7839992140406974
Previous_Core PPI (YoY) (Jan),Previous_PPI ex. Food/Energy/Transport (YoY) (Jan),0.8001349954966281
Previous_Core PPI (YoY) (Jun),Forecast_Core PPI (MoM) (Jun),1.0
Previous_Core PPI (YoY) (Jun),Forecast_Core PPI (YoY) (Jun),1.0
Previous_Core PPI (YoY) (Jun),Forecast_PPI (MoM) (Jun),1.0
Previous_Core PPI (YoY) (Jun),Forecast_PPI (YoY) (Jun),0.9999999999999983
Previous_Core PPI (YoY) (Jun),Previous_PPI (MoM) (Jun),-0.9999999999999982
Previous_Core PPI (YoY) (Jun),Previous_PPI (YoY) (Jun),1.0
Previous_Core PPI (YoY) (Jun),Previous_PPI ex. Food/Energy/Transport (MoM) (Jun),-1.0
Previous_Core PPI (YoY) (Jun),Previous_PPI ex. Food/Energy/Transport (YoY) (Jun),1.0
Previous_Core PPI (YoY) (Mar),Forecast_Core PPI (MoM) (Mar),0.9778081706293482
Previous_Core PPI (YoY) (Mar),Forecast_PPI (MoM) (Mar),0.9300558896342863
Previous_Core PPI (YoY) (Mar),Forecast_PPI (YoY) (Mar),0.8613481347622536
Previous_Core PPI (YoY) (Mar),Forecast_PPI ex. Food/Energy/Transport (YoY) (Mar),-0.9778081706293482
Previous_Core PPI (YoY) (Mar),Previous_Core PPI (MoM) (Mar),0.8613481347622541
Previous_Core PPI (YoY) (Mar),Previous_PPI (YoY) (Mar),0.9999233686805036
Previous_Core PPI (YoY) (Mar),Previous_PPI ex. Food/Energy/Transport (YoY) (Mar),0.9949625204739541
Previous_Core PPI (YoY) (May),Forecast_Core PPI (YoY) (May),0.9999999999999981
Previous_Core PPI (YoY) (May),Forecast_PPI (MoM) (May),0.9999999999999981
Previous_Core PPI (YoY) (May),Forecast_PPI (YoY) (May),0.999999999999998
Previous_Core PPI (YoY) (May),Previous_PPI (MoM) (May),1.0000000000000009
Previous_Core PPI (YoY) (May),Previous_PPI (YoY) (May),1.0
Previous_Core PPI (YoY) (May),Previous_PPI ex. Food/Energy/Transport (MoM) (May),0.9999999999999981
Previous_Core PPI (YoY) (May),Previous_PPI ex. Food/Energy/Transport (YoY) (May),1.0000000000000009
Previous_Core PPI (YoY) (Nov),Forecast_Core PPI (MoM) (Nov),0.9999999999999999
Previous_Core PPI (YoY) (Nov),Forecast_Core PPI (YoY) (Nov),1.0000000000000002
Previous_Core PPI (YoY) (Nov),Forecast_PPI (MoM) (Nov),0.9999999999999999
Previous_Core PPI (YoY) (Nov),Forecast_PPI (YoY) (Nov),1.0
Previous_Core PPI (YoY) (Nov),Previous_PPI (MoM) (Nov),-0.9999999999999999
Previous_Core PPI (YoY) (Nov),Previous_PPI (YoY) (Nov),1.0000000000000002
Previous_Core PPI (YoY) (Nov),Previous_PPI ex. Food/Energy/Transport (YoY) (Nov),1.0
Previous_Core PPI (YoY) (Oct),Forecast_Core PPI (MoM) (Oct),1.0
Previous_Core PPI (YoY) (Oct),Forecast_Core PPI (YoY) (Oct),1.0
Previous_Core PPI (YoY) (Oct),Forecast_Core Retail Sales (MoM) (Oct),-0.9999999999999999
Previous_Core PPI (YoY) (Oct),Forecast_NY Empire State Manufacturing Index (Nov),-1.0
Previous_Core PPI (YoY) (Oct),Forecast_PPI (MoM) (Oct),1.0
Previous_Core PPI (YoY) (Oct),Forecast_PPI (YoY) (Oct),1.0
Previous_Core PPI (YoY) (Oct),Forecast_Retail Sales (MoM) (Oct),-0.9999999999999991
Previous_Core PPI (YoY) (Oct),Forecast_Retail Sales Ex Gas/Autos (MoM) (Oct),-0.9999999999999991
Previous_Core PPI (YoY) (Oct),Previous_Core PPI (MoM) (Oct),0.9999999999999991
Previous_Core PPI (YoY) (Oct),Previous_Core Retail Sales (MoM) (Oct),1.000000000000001
Previous_Core PPI (YoY) (Oct),Previous_NY Empire State Manufacturing Index (Nov),-1.000000000000002
Previous_Core PPI (YoY) (Oct),Previous_PPI (MoM) (Oct),1.0
Previous_Core PPI (YoY) (Oct),Previous_PPI (YoY) (Oct),1.0
Previous_Core PPI (YoY) (Oct),Previous_PPI ex. Food/Energy/Transport (MoM) (Oct),0.9999999999999991
Previous_Core PPI (YoY) (Oct),Previous_PPI ex. Food/Energy/Transport (YoY) (Oct),0.999999999999999
Previous_Core PPI (YoY) (Oct),Previous_Retail Control (MoM) (Oct),1.0000000000000004
Previous_Core PPI (YoY) (Oct),Previous_Retail Sales (MoM) (Oct),1.0000000000000004
Previous_Core PPI (YoY) (Oct),Previous_Retail Sales (YoY) (Oct),0.9999999999999999
Previous_Core PPI (YoY) (Oct),Previous_Retail Sales Ex Gas/Autos (MoM) (Oct),1.000000000000001
Previous_Core PPI (YoY) (Sep),Forecast_Core PPI (MoM) (Sep),1.0
Previous_Core PPI (YoY) (Sep),Forecast_Core PPI (YoY) (Sep),1.0
Previous_Core PPI (YoY) (Sep),Forecast_PPI (MoM) (Sep),0.9999999999999998
Previous_Core PPI (YoY) (Sep),Forecast_PPI (YoY) (Sep),0.9999999999999992
Previous_Core PPI (YoY) (Sep),Forecast_PPI ex. Food/Energy/Transport (YoY) (Sep),-1.0
Previous_Core PPI (YoY) (Sep),Previous_Core PPI (MoM) (Sep),1.0
Previous_Core PPI (YoY) (Sep),Previous_PPI (MoM) (Sep),-1.0
Previous_Core PPI (YoY) (Sep),Previous_PPI (YoY) (Sep),1.0
Previous_Core PPI (YoY) (Sep),Previous_PPI ex. Food/Energy/Transport (YoY) (Sep),-1.0
Previous_Core Retail Sales (MoM) (Apr),Forecast_Retail Control (MoM) (Apr),0.9999999999999999
Previous_Core Retail Sales (MoM) (Apr),Forecast_Retail Sales (MoM) (Apr),-1.0
Previous_Core Retail Sales (MoM) (Apr),Forecast_Retail Sales (YoY) (Apr),-1.0000000000000044
Previous_Core Retail Sales (MoM) (Apr),Forecast_Retail Sales Ex Gas/Autos (MoM) (Apr),0.9999999999999999
Previous_Core Retail Sales (MoM) (Apr),Previous_Retail Control (MoM) (Apr),0.9999999999999983
Previous_Core Retail Sales (MoM) (Apr),Previous_Retail Sales (MoM) (Apr),0.9999999999999983
Previous_Core Retail Sales (MoM) (Apr),Previous_Retail Sales (YoY) (Apr),-1.0000000000000002
Previous_Core Retail Sales (MoM) (Apr),Previous_Retail Sales Ex Gas/Autos (MoM) (Apr),0.9999999999999983
Previous_Core Retail Sales (MoM) (Aug),Forecast_Core Retail Sales (MoM) (Aug),-1.0
Previous_Core Retail Sales (MoM) (Aug),Forecast_PPI (MoM) (Aug),-0.999999999999999
Previous_Core Retail Sales (MoM) (Aug),Forecast_PPI (YoY) (Aug),-1.0
Previous_Core Retail Sales (MoM) (Aug),Forecast_Retail Sales (MoM) (Aug),-1.0
Previous_Core Retail Sales (MoM) (Aug),Forecast_Retail Sales Ex Gas/Autos (MoM) (Aug),0.9999999999999991
Previous_Core Retail Sales (MoM) (Aug),Previous_Core PPI (MoM) (Aug),1.0
Previous_Core Retail Sales (MoM) (Aug),Previous_Core PPI (YoY) (Aug),1.0
Previous_Core Retail Sales (MoM) (Aug),Previous_PPI (MoM) (Aug),-0.999999999999999
Previous_Core Retail Sales (MoM) (Aug),Previous_PPI (YoY) (Aug),-1.0
Previous_Core Retail Sales (MoM) (Aug),Previous_PPI ex. Food/Energy/Transport (YoY) (Aug),-1.0
Previous_Core Retail Sales (MoM) (Aug),Previous_Retail Control (MoM) (Aug),0.999999999999999
Previous_Core Retail Sales (MoM) (Aug),Previous_Retail Sales (MoM) (Aug),-1.0
Previous_Core Retail Sales (MoM) (Aug),Previous_Retail Sales (YoY) (Aug),0.9999999999999966
Previous_Core Retail Sales (MoM) (Aug),Previous_Retail Sales Ex Gas/Autos (MoM) (Aug),0.9999999999999996
Previous_Core Retail Sales (MoM) (Dec),Forecast_Core PPI (YoY) (Dec),0.8305354311093455
Previous_Core Retail Sales (MoM) (Dec),Forecast_Core Retail Sales (MoM) (Dec),0.9947854212688491
Previous_Core Retail Sales (MoM) (Dec),Forecast_PPI (MoM) (Dec),0.8305354311093451
Previous_Core Retail Sales (MoM) (Dec),Forecast_PPI (YoY) (Dec),0.8305354311093444
Previous_Core Retail Sales (MoM) (Dec),Forecast_Retail Control (MoM) (Dec),0.9285087219785149
Previous_Core Retail Sales (MoM) (Dec),Forecast_Retail Sales (MoM) (Dec),0.9785716344531707
Previous_Core Retail Sales (MoM) (Dec),Previous_Core PPI (MoM) (Dec),0.9285087219785148
Previous_Core Retail Sales (MoM) (Dec),Previous_Core PPI (YoY) (Dec),0.8928351545221762
Previous_Core Retail Sales (MoM) (Dec),Previous_PPI (MoM) (Dec),0.9285087219785146
Previous_Core Retail Sales (MoM) (Dec),Previous_PPI (YoY) (Dec),0.9134935847426179
Previous_Core Retail Sales (MoM) (Dec),Previous_PPI ex. Food/Energy/Transport (MoM) (Dec),0.8304315428042872
Previous_Core Retail Sales (MoM) (Dec),Previous_PPI ex. Food/Energy/Transport (YoY) (Dec),0.8808056611233578
Previous_Core Retail Sales (MoM) (Dec),Previous_Retail Control (MoM) (Dec),0.9872537329735918
Previous_Core Retail Sales (MoM) (Dec),Previous_Retail Sales Ex Gas/Autos (MoM) (Dec),0.9285087219785149
Previous_Core Retail Sales (MoM) (Feb),Forecast_Core PPI (MoM) (Feb),0.9856753755272162
Previous_Core Retail Sales (MoM) (Feb),Forecast_Core PPI (YoY) (Feb),0.9582266891714204
