Event_1,Event_2,Correlation
Forecast_Private Nonfarm Payrolls (Mar),Previous_Average Weekly Hours (Mar),0.9053109735232723
Forecast_Private Nonfarm Payrolls (Mar),Previous_Government Payrolls (Mar),0.7823750406845996
Forecast_Private Nonfarm Payrolls (Mar),Previous_Manufacturing Payrolls (Mar),0.9405716599536013
Forecast_Private Nonfarm Payrolls (May),Forecast_Average Hourly Earnings (MoM) (May),-0.9999999999999996
Forecast_Private Nonfarm Payrolls (May),Forecast_Average Weekly Hours (May),-0.9999999999999996
Forecast_Private Nonfarm Payrolls (May),Forecast_Manufacturing Payrolls (May),-1.0000000000000027
Forecast_Private Nonfarm Payrolls (May),Forecast_Nonfarm Payrolls (May),0.9999999999999967
Forecast_Private Nonfarm Payrolls (May),Forecast_Participation Rate (May),0.9999999999999996
Forecast_Private Nonfarm Payrolls (May),Forecast_U6 Unemployment Rate (May),0.9999999999999994
Forecast_Private Nonfarm Payrolls (May),Forecast_Unemployment Rate (May),0.9999999999999996
Forecast_Private Nonfarm Payrolls (May),Previous_Average Hourly Earnings (MoM) (May),-0.9999999999999996
Forecast_Private Nonfarm Payrolls (May),Previous_Average Hourly Earnings (YoY) (YoY) (May),-0.9999999999999994
Forecast_Private Nonfarm Payrolls (May),Previous_Average Weekly Hours (May),-0.9999999999999996
Forecast_Private Nonfarm Payrolls (May),Previous_Government Payrolls (May),0.9999999999999982
Forecast_Private Nonfarm Payrolls (May),Previous_Manufacturing Payrolls (May),-0.9999999999999983
Forecast_Private Nonfarm Payrolls (May),Previous_Nonfarm Payrolls (May),0.9999999999999996
Forecast_Private Nonfarm Payrolls (May),Previous_Private Nonfarm Payrolls (May),0.9999999999999982
Forecast_Private Nonfarm Payrolls (May),Previous_U6 Unemployment Rate (May),0.9999999999999994
Forecast_Private Nonfarm Payrolls (May),Previous_Unemployment Rate (May),0.9999999999999968
Forecast_Private Nonfarm Payrolls (Nov),Forecast_Average Hourly Earnings (MoM) (Nov),-0.9999999999999994
Forecast_Private Nonfarm Payrolls (Nov),Forecast_Average Weekly Hours (Nov),-0.9999999999999994
Forecast_Private Nonfarm Payrolls (Nov),Forecast_Manufacturing Payrolls (Nov),1.0000000000000002
Forecast_Private Nonfarm Payrolls (Nov),Forecast_Nonfarm Payrolls (Nov),-1.0
Forecast_Private Nonfarm Payrolls (Nov),Forecast_Participation Rate (Nov),-0.9999999999999994
Forecast_Private Nonfarm Payrolls (Nov),Forecast_Unemployment Rate (Nov),0.9999999999999994
Forecast_Private Nonfarm Payrolls (Nov),Previous_Average Hourly Earnings (MoM) (Nov),-0.9999999999999992
Forecast_Private Nonfarm Payrolls (Nov),Previous_Average Weekly Hours (Nov),-0.9999999999999994
Forecast_Private Nonfarm Payrolls (Nov),Previous_Government Payrolls (Nov),1.0
Forecast_Private Nonfarm Payrolls (Nov),Previous_Manufacturing Payrolls (Nov),-1.0000000000000002
Forecast_Private Nonfarm Payrolls (Nov),Previous_Nonfarm Payrolls (Nov),-1.0000000000000007
Forecast_Private Nonfarm Payrolls (Nov),Previous_Participation Rate (Nov),-0.9999999999999994
Forecast_Private Nonfarm Payrolls (Nov),Previous_Private Nonfarm Payrolls (Nov),-0.9999999999999992
Forecast_Private Nonfarm Payrolls (Nov),Previous_U6 Unemployment Rate (Nov),0.9999999999999994
Forecast_Private Nonfarm Payrolls (Nov),Previous_Unemployment Rate (Nov),0.9999999999999994
Forecast_Private Nonfarm Payrolls (Oct),Forecast_Average Hourly Earnings (MoM) (Oct),1.000000000000001
Forecast_Private Nonfarm Payrolls (Oct),Forecast_Average Hourly Earnings (YoY) (YoY) (Oct),-1.000000000000001
Forecast_Private Nonfarm Payrolls (Oct),Forecast_Average Weekly Hours (Oct),1.000000000000001
Forecast_Private Nonfarm Payrolls (Oct),Forecast_Government Payrolls (Oct),-1.0000000000000029
Forecast_Private Nonfarm Payrolls (Oct),Forecast_Manufacturing Payrolls (Oct),0.9999999999999979
Forecast_Private Nonfarm Payrolls (Oct),Forecast_Nonfarm Payrolls (Oct),1.0000000000000027
Forecast_Private Nonfarm Payrolls (Oct),Forecast_Participation Rate (Oct),1.000000000000001
Forecast_Private Nonfarm Payrolls (Oct),Forecast_Unemployment Rate (Oct),-1.0000000000000013
Forecast_Private Nonfarm Payrolls (Oct),Previous_Average Hourly Earnings (MoM) (Oct),1.0000000000000013
Forecast_Private Nonfarm Payrolls (Oct),Previous_Average Hourly Earnings (YoY) (YoY) (Oct),1.0000000000000013
Forecast_Private Nonfarm Payrolls (Oct),Previous_Average Weekly Hours (Oct),1.0000000000000013
Forecast_Private Nonfarm Payrolls (Oct),Previous_Manufacturing Payrolls (Oct),1.0000000000000016
Forecast_Private Nonfarm Payrolls (Oct),Previous_Nonfarm Payrolls (Oct),1.000000000000001
Forecast_Private Nonfarm Payrolls (Oct),Previous_Participation Rate (Oct),1.000000000000001
Forecast_Private Nonfarm Payrolls (Oct),Previous_Private Nonfarm Payrolls (Oct),1.000000000000001
Forecast_Private Nonfarm Payrolls (Oct),Previous_U6 Unemployment Rate (Oct),-1.0000000000000013
Forecast_Private Nonfarm Payrolls (Oct),Previous_Unemployment Rate (Oct),-1.0000000000000013
Forecast_Private Nonfarm Payrolls (Sep),Forecast_Average Hourly Earnings (MoM) (Sep),-0.9999999999999993
Forecast_Private Nonfarm Payrolls (Sep),Forecast_Average Hourly Earnings (YoY) (YoY) (Sep),-0.9999999999999991
Forecast_Private Nonfarm Payrolls (Sep),Forecast_Manufacturing Payrolls (Sep),1.000000000000004
Forecast_Private Nonfarm Payrolls (Sep),Forecast_Nonfarm Payrolls (Sep),0.9999999999999983
Forecast_Private Nonfarm Payrolls (Sep),Forecast_Unemployment Rate (Sep),0.9999999999999991
Forecast_Private Nonfarm Payrolls (Sep),Previous_Average Hourly Earnings (YoY) (YoY) (Sep),-0.9999999999999991
Forecast_Private Nonfarm Payrolls (Sep),Previous_Government Payrolls (Sep),0.9999999999999977
Forecast_Private Nonfarm Payrolls (Sep),Previous_Manufacturing Payrolls (Sep),1.0000000000000038
Forecast_Private Nonfarm Payrolls (Sep),Previous_Nonfarm Payrolls (Sep),0.9999999999999999
Forecast_Private Nonfarm Payrolls (Sep),Previous_Private Nonfarm Payrolls (Sep),1.0000000000000018
Forecast_Private Nonfarm Payrolls (Sep),Previous_U6 Unemployment Rate (Sep),-0.9999999999999991
Forecast_Real Consumer Spending (Q1),Previous_Core PCE Prices (Q1),-0.7349087683318409
Forecast_Real Consumer Spending (Q1),Previous_GDP Price Index (QoQ) (Q1),-0.8835044861869659
Forecast_Real Consumer Spending (Q1),Previous_PCE Prices (Q1),-0.7578449746470001
Forecast_Real Consumer Spending (Q3),Forecast_Core PCE Prices (Q3),0.8945759940806993
Forecast_Real Consumer Spending (Q3),Forecast_Corporate Profits (QoQ) (Q3),0.7807583449123328
Forecast_Real Consumer Spending (Q3),Forecast_PCE Prices (Q3),0.9777843461282457
Forecast_Real Consumer Spending (Q3),Forecast_Philadelphia Fed Manufacturing Index (Dec),0.7807583449123324
Forecast_Real Consumer Spending (Q3),Previous_Core PCE Prices (Q3),0.8609367588550821
Forecast_Real Consumer Spending (Q3),Previous_Corporate Profits (QoQ) (Q3),-0.8050750099321372
Forecast_Real Consumer Spending (Q3),Previous_GDP (QoQ) (Q3),-0.8196769818090938
Forecast_Real Consumer Spending (Q3),Previous_GDP Price Index (QoQ) (Q3),-0.78931465296574
Forecast_Real Consumer Spending (Q3),Previous_GDP Sales (Q3),-0.8341493392111666
Forecast_Real Consumer Spending (Q3),Previous_Philadelphia Fed Manufacturing Index (Dec),0.7807583449123332
Forecast_Real Consumer Spending (Q3),Previous_Philly Fed Business Conditions (Dec),-0.7807583449123326
Forecast_Real Consumer Spending (Q3),Previous_Philly Fed CAPEX Index (Dec),0.780758344912334
Forecast_Real Consumer Spending (Q3),Previous_Philly Fed Employment (Dec),0.7807583449123326
Forecast_Real Consumer Spending (Q3),Previous_Philly Fed New Orders (Dec),0.7807583449123325
Forecast_Real Consumer Spending (Q3),Previous_Philly Fed Prices Paid (Dec),-0.7807583449123322
Forecast_Real Consumer Spending (Q4),Forecast_GDP Sales (Q4),0.9984590379947593
Forecast_Real Consumer Spending (Q4),Previous_GDP (QoQ) (Q4),-0.7557583999850392
Forecast_Real Consumer Spending (Q4),Previous_GDP Price Index (QoQ) (Q4),-0.7132305952697331
Forecast_Real Earnings (MoM) (Apr),Forecast_CPI (YoY) (Apr),-1.0
Forecast_Real Earnings (MoM) (Apr),"Forecast_CPI Index, s.a (Apr)",-0.9999999999999992
Forecast_Real Earnings (MoM) (Apr),Forecast_Core CPI Index (Apr),0.9307736525735507
Forecast_Real Earnings (MoM) (Apr),Previous_CPI (MoM) (Apr),0.9486976332643955
Forecast_Real Earnings (MoM) (Apr),Previous_CPI (YoY) (Apr),-0.7069465666651313
Forecast_Real Earnings (MoM) (Apr),"Previous_CPI Index, n.s.a. (Apr)",0.7797555647417648
Forecast_Real Earnings (MoM) (Apr),"Previous_CPI Index, s.a (Apr)",0.9998377177089489
Forecast_Real Earnings (MoM) (Apr),Previous_Core CPI Index (Apr),0.8052852329431763
Forecast_Real Earnings (MoM) (Jul),Forecast_CPI (YoY) (Jul),-1.0
Forecast_Real Earnings (MoM) (Jul),"Forecast_CPI Index, n.s.a. (Jul)",-0.9999999999999991
Forecast_Real Earnings (MoM) (Jul),Forecast_Core CPI (YoY) (Jul),-1.0
Forecast_Real Earnings (MoM) (Jul),Forecast_Core CPI Index (Jul),0.9999999999999964
Forecast_Real Earnings (MoM) (Jul),Previous_CPI (YoY) (Jul),1.0
Forecast_Real Earnings (MoM) (Jul),"Previous_CPI Index, n.s.a. (Jul)",0.9999999999999997
Forecast_Real Earnings (MoM) (Jul),"Previous_CPI Index, s.a (Jul)",0.9999999999999978
Forecast_Real Earnings (MoM) (Jul),"Previous_CPI, n.s.a (MoM) (Jul)",-0.9999999999999984
Forecast_Real Earnings (MoM) (Jul),Previous_Core CPI (YoY) (Jul),-1.0
Forecast_Real Earnings (MoM) (Jul),Previous_Core CPI Index (Jul),0.9999999999999974
Forecast_Real Earnings (MoM) (Jul),Previous_Real Earnings (MoM) (Jul),-0.9999999999999992
Forecast_Real Earnings (MoM) (Jun),Forecast_CPI (MoM) (Jun),-0.9999999999999992
Forecast_Real Earnings (MoM) (Jun),Forecast_CPI (YoY) (Jun),-0.9999999999999992
Forecast_Real Earnings (MoM) (Jun),"Forecast_CPI Index, n.s.a. (Jun)",-0.9999999999999953
Forecast_Real Earnings (MoM) (Jun),"Forecast_CPI Index, s.a (Jun)",0.9999999999999999
Forecast_Real Earnings (MoM) (Jun),Forecast_Core CPI (MoM) (Jun),-0.9999999999999992
Forecast_Real Earnings (MoM) (Jun),Forecast_Core CPI (YoY) (Jun),-0.9999999999999992
Forecast_Real Earnings (MoM) (Jun),Forecast_Core CPI Index (Jun),-0.999999999999999
Forecast_Real Earnings (MoM) (Jun),Previous_CPI (MoM) (Jun),0.9999999999999992
Forecast_Real Earnings (MoM) (Jun),Previous_CPI (YoY) (Jun),-0.9999999999999983
Forecast_Real Earnings (MoM) (Jun),"Previous_CPI Index, n.s.a. (Jun)",0.9999999999999984
Forecast_Real Earnings (MoM) (Jun),"Previous_CPI Index, s.a (Jun)",0.9999999999999977
Forecast_Real Earnings (MoM) (Jun),"Previous_CPI, n.s.a (MoM) (Jun)",0.9999999999999997
Forecast_Real Earnings (MoM) (Jun),Previous_Core CPI (MoM) (Jun),-0.9999999999999992
Forecast_Real Earnings (MoM) (Jun),Previous_Core CPI (YoY) (Jun),-0.9999999999999983
Forecast_Real Earnings (MoM) (Jun),Previous_Core CPI Index (Jun),0.9999999999999984
Forecast_Real Earnings (MoM) (Jun),Previous_Real Earnings (MoM) (Jun),1.0
Forecast_Real Earnings (MoM) (Mar),Forecast_CPI (MoM) (Mar),-0.7072669594151708
Forecast_Real Earnings (MoM) (Mar),Forecast_CPI (YoY) (Mar),-0.8944677251741305
Forecast_Real Earnings (MoM) (Mar),"Forecast_CPI Index, n.s.a. (Mar)",-0.872196110269223
Forecast_Real Earnings (MoM) (Mar),"Forecast_CPI Index, s.a (Mar)",-1.000000000000002
Forecast_Real Earnings (MoM) (Mar),"Forecast_CPI, n.s.a (MoM) (Mar)",-0.999999999999998
Forecast_Real Earnings (MoM) (Mar),Forecast_Core CPI Index (Mar),-0.9304307108434736
Forecast_Real Earnings (MoM) (Mar),Previous_CPI (MoM) (Mar),-0.9999999999999978
Forecast_Real Earnings (MoM) (Mar),Previous_CPI (YoY) (Mar),-0.9578370416541637
Forecast_Real Earnings (MoM) (Mar),"Previous_CPI, n.s.a (MoM) (Mar)",-0.9916013931688665
Forecast_Real Earnings (MoM) (Mar),Previous_Core CPI (MoM) (Mar),-1.0
Forecast_Real Earnings (MoM) (Mar),Previous_Core CPI (YoY) (Mar),1.0000000000000002
Forecast_Real Earnings (MoM) (Mar),Previous_Core CPI Index (Mar),0.7191435906479057
Forecast_Real Earnings (MoM) (Mar),Previous_Real Earnings (MoM) (Mar),0.7069465666651309
Forecast_Real Earnings (MoM) (May),Forecast_CPI (MoM) (May),1.0
Forecast_Real Earnings (MoM) (May),Forecast_CPI (YoY) (May),1.0
Forecast_Real Earnings (MoM) (May),"Forecast_CPI Index, n.s.a. (May)",-0.9999999999999991
Forecast_Real Earnings (MoM) (May),"Forecast_CPI Index, s.a (May)",0.9999999999999977
Forecast_Real Earnings (MoM) (May),Forecast_Core CPI Index (May),-0.9999999999999986
Forecast_Real Earnings (MoM) (May),Previous_CPI (MoM) (May),0.9999999999999983
Forecast_Real Earnings (MoM) (May),Previous_CPI (YoY) (May),1.0000000000000013
Forecast_Real Earnings (MoM) (May),"Previous_CPI Index, n.s.a. (May)",-0.9999999999999977
Forecast_Real Earnings (MoM) (May),"Previous_CPI Index, s.a (May)",-0.9999999999999959
Forecast_Real Earnings (MoM) (May),"Previous_CPI, n.s.a (MoM) (May)",0.9999999999999987
Forecast_Real Earnings (MoM) (May),Previous_Core CPI (YoY) (May),1.0000000000000002
Forecast_Real Earnings (MoM) (May),Previous_Core CPI Index (May),-0.9999999999999943
Forecast_Real Earnings (MoM) (May),Previous_Real Earnings (MoM) (May),1.0
Forecast_Real Personal Consumption (MoM) (Dec),Forecast_Core PCE Price Index (YoY) (Dec),-1.0000000000000002
Forecast_Real Personal Consumption (MoM) (Dec),Forecast_Personal Spending (MoM) (Dec),0.9486976332643963
Forecast_Real Personal Consumption (MoM) (Dec),Previous_Core PCE Price Index (MoM) (Dec),0.7069465666651322
Forecast_Real Personal Consumption (MoM) (Dec),Previous_Core PCE Price Index (YoY) (Dec),-0.7069465666651333
Forecast_Real Personal Consumption (MoM) (Dec),Previous_PCE price index (MoM) (Dec),1.0
Forecast_Real Personal Consumption (MoM) (Dec),Previous_Personal Income (MoM) (Dec),-0.7069465666651323
Forecast_Real Personal Consumption (MoM) (Dec),Previous_Personal Spending (MoM) (Dec),0.9486976332643964
Forecast_Real Personal Consumption (MoM) (Feb),Forecast_Core PCE Price Index (MoM) (Feb),1.0000000000000002
Forecast_Real Personal Consumption (MoM) (Feb),Forecast_Core PCE Price Index (YoY) (Feb),1.0
Forecast_Real Personal Consumption (MoM) (Feb),Forecast_PCE Price index (YoY) (Feb),1.0
Forecast_Real Personal Consumption (MoM) (Feb),Forecast_PCE price index (MoM) (Feb),0.894386671515993
Forecast_Real Personal Consumption (MoM) (Feb),Forecast_Personal Income (MoM) (Feb),-0.7072669594151709
Forecast_Real Personal Consumption (MoM) (Feb),Previous_Core PCE Price Index (MoM) (Feb),0.7069465666651332
Forecast_Real Personal Consumption (MoM) (Feb),Previous_Core PCE Price Index (YoY) (Feb),0.7069465666651349
Forecast_Real Personal Consumption (MoM) (Feb),Previous_PCE Price index (YoY) (Feb),0.9486976332643946
Forecast_Real Personal Consumption (MoM) (Feb),Previous_PCE price index (MoM) (Feb),0.9486689764703581
Forecast_Real Personal Consumption (MoM) (Feb),Previous_Personal Spending (MoM) (Feb),0.9486976332643962
Forecast_Real Personal Consumption (MoM) (Feb),Previous_Real Personal Consumption (MoM) (Feb),0.9363487995290803
Forecast_Real Personal Consumption (MoM) (Jul),Forecast_Personal Income (MoM) (Jul),-0.9999999999999997
Forecast_Real Personal Consumption (MoM) (Jul),Forecast_Personal Spending (MoM) (Jul),0.9999999999999996
Forecast_Real Personal Consumption (MoM) (Jul),Previous_Core PCE Price Index (YoY) (Jul),0.9999999999999996
Forecast_Real Personal Consumption (MoM) (Jul),Previous_PCE Price index (YoY) (Jul),1.0
Forecast_Real Personal Consumption (MoM) (Jul),Previous_Personal Income (MoM) (Jul),-0.9999999999999996
Forecast_Real Personal Consumption (MoM) (Jul),Previous_Personal Spending (MoM) (Jul),0.9999999999999996
Forecast_Real Personal Consumption (MoM) (Jul),Previous_Real Personal Consumption (MoM) (Jul),0.9999999999999996
Forecast_Retail Control (MoM) (Apr),Forecast_Retail Sales (MoM) (Apr),-0.7069465666651329
Forecast_Retail Control (MoM) (Apr),Forecast_Retail Sales (YoY) (Apr),-0.9999999999999968
Forecast_Retail Control (MoM) (Apr),Forecast_Retail Sales Ex Gas/Autos (MoM) (Apr),1.0
Forecast_Retail Control (MoM) (Apr),Previous_Core Retail Sales (MoM) (Apr),0.7894570653912364
Forecast_Retail Control (MoM) (Apr),Previous_Retail Sales (MoM) (Apr),0.8779453303745528
Forecast_Retail Control (MoM) (Apr),Previous_Retail Sales (YoY) (Apr),-0.7200063281321454
Forecast_Retail Control (MoM) (Apr),Previous_Retail Sales Ex Gas/Autos (MoM) (Apr),0.8088282787809008
Forecast_Retail Control (MoM) (Dec),Forecast_Core PPI (YoY) (Dec),0.8943866715159936
Forecast_Retail Control (MoM) (Dec),Forecast_Core Retail Sales (MoM) (Dec),0.9615333479058276
Forecast_Retail Control (MoM) (Dec),Forecast_PPI (MoM) (Dec),0.8943866715159932
Forecast_Retail Control (MoM) (Dec),Forecast_PPI (YoY) (Dec),0.8943866715159909
Forecast_Retail Control (MoM) (Dec),Forecast_Retail Sales (MoM) (Dec),0.8321276307399532
Forecast_Retail Control (MoM) (Dec),Previous_Core PPI (MoM) (Dec),1.0
Forecast_Retail Control (MoM) (Dec),Previous_Core PPI (YoY) (Dec),0.961514558900992
Forecast_Retail Control (MoM) (Dec),Previous_Core Retail Sales (MoM) (Dec),0.9284999094181897
Forecast_Retail Control (MoM) (Dec),Previous_PPI (MoM) (Dec),0.9999999999999962
Forecast_Retail Control (MoM) (Dec),Previous_PPI (YoY) (Dec),0.983872506738313
Forecast_Retail Control (MoM) (Dec),Previous_PPI ex. Food/Energy/Transport (MoM) (Dec),0.8944677251741308
Forecast_Retail Control (MoM) (Dec),Previous_PPI ex. Food/Energy/Transport (YoY) (Dec),0.9486976332643943
Forecast_Retail Control (MoM) (Dec),Previous_Retail Control (MoM) (Dec),0.8575546387316433
Forecast_Retail Control (MoM) (Dec),Previous_Retail Sales Ex Gas/Autos (MoM) (Dec),1.0
Forecast_Retail Control (MoM) (Feb),Forecast_Core PPI (MoM) (Feb),-0.970148969309931
Forecast_Retail Control (MoM) (Feb),Forecast_Core PPI (YoY) (Feb),-0.9922787428329194
Forecast_Retail Control (MoM) (Feb),Forecast_NY Empire State Manufacturing Index (Mar),-0.7665848982638583
Forecast_Retail Control (MoM) (Feb),Forecast_PPI (MoM) (Feb),-0.8000978680459492
Forecast_Retail Control (MoM) (Feb),Forecast_PPI (YoY) (Feb),-0.8480657641723239
Forecast_Retail Control (MoM) (Feb),Previous_Core PPI (YoY) (Feb),-0.9999999999999976
Forecast_Retail Control (MoM) (Feb),Previous_Core Retail Sales (MoM) (Feb),-0.9153446385926014
Forecast_Retail Control (MoM) (Feb),Previous_NY Empire State Manufacturing Index (Mar),-0.7126145495351549
Forecast_Retail Control (MoM) (Feb),Previous_PPI (MoM) (Feb),-0.8000978680459492
Forecast_Retail Control (MoM) (Feb),Previous_PPI (YoY) (Feb),-0.8779453303745539
Forecast_Retail Control (MoM) (Feb),Previous_PPI ex. Food/Energy/Transport (MoM) (Feb),-0.8319729619788693
Forecast_Retail Control (MoM) (Feb),Previous_Retail Control (MoM) (Feb),-0.9863959395843185
Forecast_Retail Control (MoM) (Feb),Previous_Retail Sales (MoM) (Feb),-0.9042839321314254
Forecast_Retail Control (MoM) (Feb),Previous_Retail Sales (YoY) (Feb),-0.8432767342452984
Forecast_Retail Control (MoM) (Feb),Previous_Retail Sales Ex Gas/Autos (MoM) (Feb),-0.9307736525735508
Forecast_Retail Control (MoM) (Jan),Forecast_Core Retail Sales (MoM) (Jan),0.9952012345808172
Forecast_Retail Control (MoM) (Jan),Forecast_Retail Sales (MoM) (Jan),0.9922839271101984
Forecast_Retail Control (MoM) (Jan),Previous_Core Retail Sales (MoM) (Jan),0.9596564127974113
Forecast_Retail Control (MoM) (Jan),Previous_Retail Control (MoM) (Jan),0.9814065504581648
Forecast_Retail Control (MoM) (Jan),Previous_Retail Sales (MoM) (Jan),0.9543953378361977
Forecast_Retail Control (MoM) (Jan),Previous_Retail Sales Ex Gas/Autos (MoM) (Jan),0.9721705200109707
Forecast_Retail Control (MoM) (Jul),Forecast_Core Retail Sales (MoM) (Jul),0.9999999999999993
Forecast_Retail Control (MoM) (Jul),Forecast_Export Price Index (MoM) (Jul),0.9999999999999997
Forecast_Retail Control (MoM) (Jul),Forecast_Export Price Index (YoY),0.9689723206613252
Forecast_Retail Control (MoM) (Jul),Forecast_Import Price Index (MoM) (Jul),1.0
Forecast_Retail Control (MoM) (Jul),Forecast_NY Empire State Manufacturing Index (Aug),-0.9999999999999982
Forecast_Retail Control (MoM) (Jul),Forecast_Retail Sales (MoM) (Jul),0.9999999999999992
Forecast_Retail Control (MoM) (Jul),Forecast_Retail Sales (YoY) (Jul),0.9999999999999997
Forecast_Retail Control (MoM) (Jul),Forecast_Retail Sales Ex Gas/Autos (MoM) (Jul),1.0000000000000016
Forecast_Retail Control (MoM) (Jul),Previous_Core Retail Sales (MoM) (Jul),1.0
Forecast_Retail Control (MoM) (Jul),Previous_Export Price Index (MoM) (Jul),0.9999999999999984
Forecast_Retail Control (MoM) (Jul),Previous_Import Price Index (MoM) (Jul),0.9999999999999997
Forecast_Retail Control (MoM) (Jul),Previous_NY Empire State Manufacturing Index (Aug),-0.9999999999999993
Forecast_Retail Control (MoM) (Jul),Previous_Retail Control (MoM) (Jul),0.9999999999999997
Forecast_Retail Control (MoM) (Jul),Previous_Retail Sales (MoM) (Jul),1.0
Forecast_Retail Control (MoM) (Jul),Previous_Retail Sales (YoY) (Jul),1.0000000000000022
Forecast_Retail Control (MoM) (Jul),Previous_Retail Sales Ex Gas/Autos (MoM) (Jul),0.9999999999999992
Forecast_Retail Control (MoM) (Jun),Forecast_Core Retail Sales (MoM) (Jun),-1.0000000000000007
Forecast_Retail Control (MoM) (Jun),Forecast_Retail Sales (MoM) (Jun),-1.0000000000000013
Forecast_Retail Control (MoM) (Jun),Forecast_Retail Sales (YoY) (Jun),-1.000000000000002
Forecast_Retail Control (MoM) (Jun),Forecast_Retail Sales Ex Gas/Autos (MoM) (Jun),1.0000000000000013
Forecast_Retail Control (MoM) (Jun),Previous_Core Retail Sales (MoM) (Jun),-1.0000000000000004
Forecast_Retail Control (MoM) (Jun),Previous_Retail Control (MoM) (Jun),1.0000000000000013
Forecast_Retail Control (MoM) (Jun),Previous_Retail Sales (MoM) (Jun),-1.0000000000000013
Forecast_Retail Control (MoM) (Jun),Previous_Retail Sales (YoY) (Jun),-0.9999999999999983
Forecast_Retail Control (MoM) (Jun),Previous_Retail Sales Ex Gas/Autos (MoM) (Jun),-1.0000000000000004
Forecast_Retail Control (MoM) (Mar),Forecast_Core Retail Sales (MoM) (Mar),0.7683401533109542
Forecast_Retail Control (MoM) (Mar),Forecast_Retail Sales Ex Gas/Autos (MoM) (Mar),0.9615333479058285
Forecast_Retail Control (MoM) (Mar),Previous_Retail Control (MoM) (Mar),0.7072669594151701
Forecast_Retail Control (MoM) (Mar),Previous_Retail Sales Ex Gas/Autos (MoM) (Mar),0.857554638731642
Forecast_Retail Control (MoM) (May),Forecast_Export Price Index (MoM) (May),-0.9999999999999996
Forecast_Retail Control (MoM) (May),Forecast_NY Empire State Manufacturing Index (Jun),1.0
Forecast_Retail Control (MoM) (May),Forecast_Philadelphia Fed Manufacturing Index (Jun),-1.0
Forecast_Retail Control (MoM) (May),Forecast_Philly Fed Business Conditions (Jun),0.9999999999999984
Forecast_Retail Control (MoM) (May),Forecast_Philly Fed CAPEX Index (Jun),1.0
Forecast_Retail Control (MoM) (May),Forecast_Philly Fed Employment (Jun),0.999999999999998
Forecast_Retail Control (MoM) (May),Forecast_Philly Fed New Orders (Jun),0.9999999999999984
Forecast_Retail Control (MoM) (May),Forecast_Philly Fed Prices Paid (Jun),0.999999999999998
Forecast_Retail Control (MoM) (May),Forecast_Retail Sales (MoM) (May),1.0
Forecast_Retail Control (MoM) (May),Forecast_Retail Sales Ex Gas/Autos (MoM) (May),0.9999999999999978
Forecast_Retail Control (MoM) (May),Previous_Core Retail Sales (MoM) (May),-0.9999999999999984
Forecast_Retail Control (MoM) (May),Previous_Export Price Index (MoM) (May),-1.0000000000000013
Forecast_Retail Control (MoM) (May),Previous_Import Price Index (MoM) (May),-1.0000000000000013
Forecast_Retail Control (MoM) (May),Previous_NY Empire State Manufacturing Index (Jun),0.9999999999999984
Forecast_Retail Control (MoM) (May),Previous_Philadelphia Fed Manufacturing Index (Jun),-0.9999999999999973
Forecast_Retail Control (MoM) (May),Previous_Philly Fed Business Conditions (Jun),1.0000000000000002
Forecast_Retail Control (MoM) (May),Previous_Philly Fed CAPEX Index (Jun),1.0
Forecast_Retail Control (MoM) (May),Previous_Philly Fed Employment (Jun),0.9999999999999999
Forecast_Retail Control (MoM) (May),Previous_Philly Fed New Orders (Jun),-1.0000000000000009
Forecast_Retail Control (MoM) (May),Previous_Philly Fed Prices Paid (Jun),-1.0
Forecast_Retail Control (MoM) (May),Previous_Retail Control (MoM) (May),-1.0
Forecast_Retail Control (MoM) (May),Previous_Retail Sales (MoM) (May),-1.0
Forecast_Retail Control (MoM) (May),Previous_Retail Sales (YoY) (May),0.9999999999999967
Forecast_Retail Control (MoM) (May),Previous_Retail Sales Ex Gas/Autos (MoM) (May),-1.0
Forecast_Retail Control (MoM) (Sep),Forecast_Core Retail Sales (MoM) (Sep),0.9999999999999997
Forecast_Retail Control (MoM) (Sep),Forecast_Retail Sales (MoM) (Sep),0.9999999999999997
Forecast_Retail Control (MoM) (Sep),Forecast_Retail Sales Ex Gas/Autos (MoM) (Sep),1.0
Forecast_Retail Control (MoM) (Sep),Previous_Core Retail Sales (MoM) (Sep),-0.9999999999999994
Forecast_Retail Control (MoM) (Sep),Previous_Retail Control (MoM) (Sep),0.9999999999999997
Forecast_Retail Control (MoM) (Sep),Previous_Retail Sales (MoM) (Sep),-0.9999999999999999
Forecast_Retail Control (MoM) (Sep),Previous_Retail Sales (YoY) (Sep),0.9999999999999992
Forecast_Retail Control (MoM) (Sep),Previous_Retail Sales Ex Gas/Autos (MoM) (Sep),0.9999999999999994
Forecast_Retail Inventories Ex Auto (Apr),Previous_Business Inventories (MoM) (Apr),-1.0
Forecast_Retail Inventories Ex Auto (Apr),Previous_Retail Inventories Ex Auto (Apr),0.928453487765047
Forecast_Retail Inventories Ex Auto (Aug),Forecast_Business Inventories (MoM) (Aug),-0.9999999999999998
Forecast_Retail Inventories Ex Auto (Aug),Forecast_NAHB Housing Market Index (Oct),1.0
Forecast_Retail Inventories Ex Auto (Aug),Previous_Business Inventories (MoM) (Aug),-1.0000000000000009
Forecast_Retail Inventories Ex Auto (Aug),Previous_NAHB Housing Market Index (Oct),1.0
